smiles,source,generator,graphdta_kd,graphdta_ki,graphdta_ic50,mltle_pKd,vina_score,boltz_affinity,boltz_confidence,drugban_affinity,moltrans_affinity,tankbind_affinity,unimol_similarity
Cc1cc(C#Cc2ccc(C(=O)OCCC3CCN(C(=O)OC(C)(C)C)CC3)cc2)ccc1OCC(=O)O,G1,gmdldr,6.04588544368744,8.314905214309695,5.4061319231987,6.32635402679443,-10.8,-0.5407669544219971,0.5802470445632935,-8.099021,-7.58149,-8.685445,0.099009900990099
Cc1cc(C(=C2CC3CC(C2)CC(C)(C)C3)c2ccc(NC(=O)OC(C)(C)C)cc2)ccc1OCC(O)C(C)(C)C,G1,gmdldr,6.93363904953003,8.834888648986826,5.670758724212648,8.73944473266602,-3.7,-1.5787291526794434,0.5822166204452515,-8.95228,-7.253641,-8.579816,0.1313131313131313
Cc1cc(C(=O)C(C)NC(=O)CCc2nc(C(C)(C)C)c(C(C)(C)C)n2C)ccc1OCC(C)(C)O,G1,gmdldr,6.86205756664276,8.474615716934192,5.6458036303520185,6.39077377319336,-10.7,-1.0266385078430176,0.5744895339012146,-8.68715,-7.789819,-8.792484,0.099009900990099
Cc1cc(C(=O)C(CC(=O)O)CC(C)(C)C)ccc1OCC(O)C(C)(C)C,G1,gmdldr,6.46238034963608,8.357813549041753,4.80931967496872,8.26609992980957,-9.5,-0.4202208518981933,0.5899854302406311,-8.162652,-7.823448,-9.390668,0.0795454545454545
Cc1cc(C(=O)C(CCC(=O)O)NC(=O)OC(C)(C)C)ccc1OCC(O)CO,G1,gmdldr,5.645785868167876,7.87585310935975,4.66365051269531,5.77399349212647,-8.5,-0.2624869346618652,0.5870878100395203,-7.881496,-7.580624,-9.951339,0.0957446808510638
Cc1cc(C(=O)C(CCCC(N)=O)NC(=O)OC(C)(C)C)ccc1OCC(O)C(C)(C)O,G1,gmdldr,6.125779867172243,8.210666894912716,4.9346410036087045,8.14652729034424,-9.2,-0.2733714580535888,0.5814093947410583,-8.332571,-7.678753,-8.988438,0.1276595744680851
Cc1cc(C(=O)C(CCCCN)NC(=O)OC(C)(C)C)ccc1OCC(=O)N(C)C(C)C(=O)O,G1,gmdldr,6.296874821186066,8.179923391342157,4.635403752326965,7.09426593780518,-9.2,-0.0874993801116943,0.5778116583824158,-8.331346,-8.183757,-9.147596,0.1089108910891089
Cc1cc(C(=O)CC(C)(C)C(C)C)ccc1OCC(O)C(C)(C)C,G1,gmdldr,6.636372208595274,8.399945163726823,4.998073220252991,8.49077892303467,-8.6,0.5154914855957031,0.5893697738647461,-7.834147,-7.362472,-8.949747,0.1234567901234567
Cc1cc(C(=O)CC(C)CO)ccc1OCCc1cccc(OCC(=O)O)c1,G1,gmdldr,5.553337454795837,8.32269511222841,4.61308616399765,6.03780460357666,-9.2,0.4454965591430664,0.5802220106124878,-9.106407,-7.591549,-9.916995,0.0842105263157894
Cc1cc(C(=O)CCC(=O)NCCCCCCCCC2=CCC3CCC2C3(C)C)ccc1OCC(=O)O,G1,gmdldr,6.799575626850128,8.361108064651493,5.583545506000521,7.54730606079102,-10.5,-1.6173391342163086,0.5683736205101013,-8.571239,-7.837062,-8.670377,0.1274509803921568
Cc1cc(C(=O)CCC(C)(C)O)ccc1OCC(O)C(C)(C)C,G1,gmdldr,6.68504184484482,8.403582096099848,4.980637550354004,8.72181224822998,-9.0,0.2743387222290039,0.5876657962799072,-8.191065,-7.692671,-8.974722,0.15
Cc1cc(C(=O)CCC(C)(C)O)ccc1OCCC(O)C(C)(C)C,G1,gmdldr,6.637657403945922,8.40960111618043,5.095903873443604,8.72341632843018,-8.7,0.8399711847305298,0.585403561592102,-8.23436,-7.658294,-8.904145,0.175
Cc1cc(C(=O)CCC(C)(C)O)ccc1OCCCC1(O)CCCCC1,G1,gmdldr,6.215335011482237,8.568143177032471,5.214907050132752,5.91390132904053,-10.0,0.4335870742797851,0.5837689638137817,-8.242535,-7.77355,-9.665106,0.1927710843373494
Cc1cc(C(=O)CCC(C)C2CCC3C(=CC=C4CC(O)CC(O)C4)CCCC32C)ccc1OCC(=O)C(C)(C)C,G1,gmdldr,7.581602096557618,8.819352483749393,6.569430887699129,8.40731239318848,-12.6,-1.427342414855957,0.5737127065658569,-8.038016,-7.714501,-9.028119,0.5569620253164557
Cc1cc(C(=O)CCC(C)CC(O)C(C)(C)C)cc(OCC(O)C(C)(C)C)c1C,G1,gmdldr,6.56991136074066,8.417433500289905,4.909292340278624,8.14481639862061,-9.3,0.0127077102661132,0.5772413611412048,-7.789036,-8.019723,-9.808647,0.1325301204819277
Cc1cc(C(=O)CCC(C)CC(O)C(C)(C)C)ccc1OCCC(O)CC(C)(C)C,G1,gmdldr,7.103340387344359,8.48883328437805,5.28502905368805,8.12910938262939,-10.0,0.2745981216430664,0.5807299017906189,-8.113476,-7.533938,-9.195774,0.1222222222222222
Cc1cc(C(=O)CCC(C)CC(O)C(C)C)ccc1OCC(=O)C(C)(C)C,G1,gmdldr,6.746019601821899,8.088694763183593,4.997386097908023,7.83178901672363,-10.1,-0.2418122291564941,0.5843443274497986,-7.900154,-7.441137,-8.907168,0.1136363636363636
Cc1cc(C(=O)CCC(C)OCC(O)C(C)(C)C)ccc1OCC(O)C(C)(C)C,G1,gmdldr,6.581346333026888,8.307643890380863,4.8916194438934335,8.83711338043213,-9.4,0.2403602600097656,0.5666304230690002,-7.955032,-7.667875,-9.368826,0.1176470588235294
Cc1cc(C(=O)CCC(C)c2ccc(OCC(O)C(C)(C)C)c(C)c2)ccc1OCCC(=O)O,G1,gmdldr,7.370637476444243,8.400040245056154,5.069575667381288,8.51844310760498,-10.9,-0.5897619724273682,0.5746898055076599,-8.184015,-7.901154,-9.186977,0.1075268817204301
Cc1cc(C(=O)CCC2(c3ccc(C(F)(F)F)cc3)CCN(C(=O)OC(C)(C)C)CC2)ccc1OCC(O)C(C)(C)C,G1,gmdldr,6.908454716205598,8.464708614349373,6.211090087890625,5.90842819213867,-10.4,-1.239187717437744,0.5627539753913879,-8.340925,-7.190733,-7.933427,0.1153846153846153
Cc1cc(C(=O)CCC2CCN(CCC(C)C(=O)N(C)CC(=O)c3ccc(F)cc3)CC2)ccc1OCC(=O)C(C)(C)C,G1,gmdldr,7.014015138149263,8.436984252929685,6.547684609889984,6.71861076354981,-11.2,-0.1909239292144775,0.5670368075370789,-8.160468,-7.394064,-8.279647,0.1214953271028037
Cc1cc(C(=O)CCCCC#CCCCn2cccc2)ccc1OCC(O)CO,G1,gmdldr,6.123390316963196,8.549396133422851,4.775843143463134,5.52393817901611,-9.5,0.1825315952301025,0.582085371017456,-8.947826,-7.703899,-9.656346,0.0721649484536082
Cc1cc(C(=O)CCCCC(C)C(=O)NCC(C)(C)O)ccc1OCCC(C)(C)O,G1,gmdldr,6.28655880689621,8.339491796493537,4.971237599849701,7.86917591094971,-9.9,-0.0518023967742919,0.5751953125,-8.329966,-8.011189,-9.48506,0.1976744186046511
Cc1cc(C(=O)CCCCC(CS)C2CCC3C4CCC5CC(O)CCC5(C)C4CCC23C)ccc1OCC(O)CO,G1,gmdldr,7.471565127372742,9.003341054916385,6.098829448223114,8.96632289886475,-12.3,-1.5843915939331057,0.5552787184715271,-8.184957,-7.968177,-8.658678,0.2019230769230769
Cc1cc(C(=O)CCCCCC(C(=O)NCC(C)C)C2CCCCC2)ccc1OCC(O)CO,G1,gmdldr,6.797534167766571,8.300793886184696,5.072413742542267,7.5757942199707,-10.2,-1.1638047695159912,0.5652369856834412,-8.4098,-7.627596,-9.261144,0.1649484536082474
Cc1cc(C(=O)CNC(=O)CC(C)c2ccc(OCC(O)C(C)(C)C)c(C)c2)ccc1OCC(O)CO,G1,gmdldr,6.73932653665543,8.344445800781248,5.007538139820097,9.07384872436523,-10.9,-0.8124639987945557,0.5738105177879333,-8.240187,-8.021924,-9.240104,0.0918367346938775
Cc1cc(C(=O)CSC(=O)CCCCC(C)(C)C)ccc1OCC(O)C(C)(C)C,G1,gmdldr,6.342653214931489,8.558053874969486,5.452343046665192,7.96384620666504,-9.1,-0.132178783416748,0.5796597599983215,-7.90991,-7.579139,-9.38107,0.1111111111111111
Cc1cc(C(=O)NC(C(=O)NCC#N)C(C)C)ccc1OCC(O)CO,G1,gmdldr,5.911067783832551,8.5278094291687,5.229257643222811,6.90102767944336,-8.6,0.241248607635498,0.5870707631111145,-7.863355,-7.236345,-9.314836,0.0631578947368421
Cc1cc(C(=O)NC(C)Cn2nc(C(C)(C)C)cc2C(C)C)ccc1OCC(O)C(C)(C)C,G1,gmdldr,6.865197777748107,8.65919594764709,5.680571913719176,8.25124645233154,-10.3,-0.8592276573181152,0.5865525603294373,-8.306786,-7.441738,-8.599658,0.08
Cc1cc(C(=O)NC2CC(C(C)(C)O)CCC2C(C)C)ccc1OCCC(C)(C)O,G1,gmdldr,7.242953896522521,8.778560018539425,5.213065564632415,8.27886486053467,-10.3,0.6382565498352051,0.5743176341056824,-8.28909,-7.778461,-8.935254,0.1910112359550561
Cc1cc(C(=O)NCC(C)C)ccc1OCC(O)C(C)(C)C,G1,gmdldr,6.952194333076477,8.55636191368104,4.59704613685608,8.9848518371582,-8.0,-0.4476912021636963,0.5943557620048523,-8.044465,-7.901091,-9.54093,0.1071428571428571
Cc1cc(C(=O)NCC(CCC(=O)O)CC(C)C)ccc1OCC(O)C(C)(C)C,G1,gmdldr,7.37212747335434,8.431096506118774,4.960978150367737,8.63043212890625,-9.8,-0.2547311782836914,0.5865249037742615,-8.036899,-7.450686,-9.115019,0.0947368421052631
Cc1cc(C(=O)NCC2CC(CC(C)C)CCC2(C)C)ccc1OCC(=O)C(C)(C)C,G1,gmdldr,6.392693340778353,8.31294016838074,5.194947898387911,7.64286994934082,-10.3,-0.9531962871551514,0.5726615190505981,-7.983382,-6.771795,-9.757229,0.1578947368421052
Cc1cc(C(=O)NCCCC(=O)O)ccc1OCCC1CCCCC1,G1,gmdldr,5.94109958410263,8.271750831604006,4.722334325313568,5.31065177917481,-9.1,1.0543005466461182,0.5841814279556274,-7.515337,-7.525874,-9.153091,0.1363636363636363
Cc1cc(C(=O)NCCCCC(SCCC(O)CO)C(=O)NCCS(N)(=O)=O)ccc1C(C)(C)C,G1,gmdldr,6.458019256591798,8.988818693161011,5.504599452018737,6.73820114135742,-9.1,-0.6037795543670654,0.568218469619751,-8.163602,-7.4717,-8.271693,0.0970873786407767
Cc1cc(C(=O)NCCCCNC(=O)C(C)(C)C)ccc1OCCC(=O)O,G1,gmdldr,5.421208500862122,8.398245477676394,4.706254541873934,5.76704120635986,-9.2,0.6042709350585938,0.5794522166252136,-8.203693,-7.980209,-8.758806,0.0909090909090909
Cc1cc(C(=O)NCCCN2CCOCC2)n(CCC(C)C)c1C(=O)NCCCN1CCCCC1,G1,gmdldr,5.486588180065155,8.426439189910894,5.070040702819825,6.06576061248779,-9.5,0.4912481307983398,0.5738519430160522,-8.148202,-8.000474,-9.269459,0.1318681318681318
Cc1cc(C(=O)Nc2cnc(C#N)cn2)ccc1OCCC(C)(C)O,G1,gmdldr,6.617997944355011,8.263924264907848,5.391968905925752,7.277907371521,-9.8,-0.5492467880249023,0.5819608569145203,-8.589357,-7.793561,-9.871722,0.1333333333333333
Cc1cc(C(=O)OC(C)C)ccc1OCCCCC(C)(C)O,G1,gmdldr,6.354484498500824,8.280245971679681,4.880850672721864,6.15122604370117,-8.3,1.1939507722854614,0.5878893136978149,-7.380584,-7.64925,-9.535878,0.1794871794871795
Cc1cc(C(=O)OC(C)CC(O)CC(C)CC(=O)[O-])ccc1OCCC(O)C(C)(C)C,G1,gmdldr,6.617431282997132,8.560372018814084,4.756137132644653,9.17890167236328,-9.1,-0.0537052154541015,0.5737098455429077,-8.090496,-7.708237,-9.448911,0.1052631578947368
Cc1cc(C(=O)OCCC(C)C(C)(C)O)ccc1OCC(=O)C(C)(C)C,G1,gmdldr,6.240625202655792,8.095855569839475,4.876581847667695,7.65856742858887,-9.4,0.8561185598373413,0.5857464671134949,-8.030044,-7.555859,-9.418199,0.1162790697674418
Cc1cc(C(=O)OCCC(C)c2ccc(OCC(O)C(C)(C)C)c(C)c2)ccc1OCC(O)C(C)(C)C,G1,gmdldr,6.872988343238832,8.199804496765141,5.009889662265778,8.68343925476074,-10.6,0.1986970901489257,0.5619040131568909,-8.285948,-7.38603,-8.19039,0.1011235955056179
Cc1cc(C(=O)c2ccc(C)n2CCC(C)C(C)(C)O)ccc1OCC(O)CO,G1,gmdldr,6.245329856872558,8.469070148468017,5.2459933161735535,9.01600646972656,-9.6,0.0354208946228027,0.5858259797096252,-8.656577,-7.265141,-9.286042,0.1170212765957446
Cc1cc(C(=O)c2cn(C)c3ncccc23)ccc1OCC(O)C(C)(C)O,G1,gmdldr,6.325852215290071,8.543809843063354,4.897415995597839,7.83967876434326,-10.0,0.0531320571899414,0.5846202969551086,-9.096927,-7.912839,-9.317148,0.0824742268041237
Cc1cc(C(C)(C)C)cc(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC2CCCCC2C(C)C)n1,G1,gmdldr,5.769690811634064,8.620780420303348,5.152432024478912,7.38389492034912,-10.5,-0.4420745372772217,0.5809754729270935,-8.232017,-7.51929,-9.274155,0.1666666666666666
Cc1cc(C(C)(C)C)n(C)c1C(=O)NCC(=O)NC(C)C(=O)NCC(=O)NCC(O)C(C)(C)C,G1,gmdldr,5.494198024272919,8.254585886001582,4.822489798068999,7.37144088745117,-9.8,-0.1871376037597656,0.5742404460906982,-7.957284,-7.343724,-8.827147,0.0967741935483871
Cc1cc(C(C)(C)CC(=O)NCCC(C)(C)O)ccc1OCCCC(C)(C)C,G1,gmdldr,5.999409377574922,8.636665105819699,5.567576706409454,7.39732170104981,-9.5,-0.1983187198638916,0.5807057619094849,-7.828317,-7.648025,-9.23331,0.1294117647058823
Cc1cc(C(C)(C)CC(=O)NCc2ccc(C(F)(F)F)cc2)ccc1OCC(=O)C(C)(C)C,G1,gmdldr,5.318449318408966,8.287510967254637,5.090528011322022,5.96197605133057,-11.4,0.457430362701416,0.5637557506561279,-7.567536,-7.589389,-9.263164,0.064516129032258
Cc1cc(C(C)(C)CC(O)CNC(=O)c2ccc(C(=O)NC(CC(=O)O)C(=O)NCCS(N)(=O)=O)cc2)ccc1OCC(O)C(C)(C)O,G1,gmdldr,6.747215151786805,9.11245861053467,6.340236723423004,7.69217395782471,-8.6,-0.5253884792327881,0.5662321448326111,-8.194119,-7.655578,-8.525147,0.0707964601769911
Cc1cc(C(C)(C)CCCC(C)(C)C)ccc1OCC(O)CO,G1,gmdldr,6.360654830932617,8.660495185852039,5.374161064624787,7.88452434539795,-8.7,0.4758961200714111,0.5889409184455872,-7.876251,-7.639554,-9.091997,0.1111111111111111
Cc1cc(C(C)(C)CCOCC(C)(C)O)ccc1OCC(O)C(C)(C)C,G1,gmdldr,6.834513664245605,8.517550182342534,5.250985383987428,8.35006332397461,-9.3,0.2021505832672119,0.5774482488632202,-9.040437,-7.33289,-9.34302,0.1204819277108433
Cc1cc(C(C)(C)CCOc2cc(C(C)(C)O)cc(CC3CC3)n2)ccc1OCC(=O)C(C)(C)C,G1,gmdldr,6.349298715591432,8.633414316177367,5.883083403110506,5.58921718597412,-10.3,-0.1662895679473877,0.5736513733863831,-8.19852,-7.590874,-9.581121,0.1134020618556701
Cc1cc(C(C)(C)CNC(=O)c2ccc(OCC(C)(O)C(C)C)c(C)c2)ccc1OCC(O)C(C)(C)C,G1,gmdldr,7.492837011814119,8.697385787963867,5.437481164932253,8.36500072479248,-10.7,-1.036438226699829,0.5705016255378723,-8.829233,-7.131597,-8.985264,0.1063829787234042
Cc1cc(C(C)(C)c2ccc(OCC(O)C(C)(C)C)cc2)ccc1OCC(=O)C(C)(C)C,G1,gmdldr,6.043433010578156,8.248454856872556,5.0959882736206055,7.33727073669434,-10.9,-0.560563325881958,0.5737349390983582,-7.800341,-7.051861,-8.268852,0.0919540229885057
Cc1cc(C(C)(CCCC(C)(C)O)c2ccc(C(=O)NCCC(=O)O)c(C)c2)ccc1OCC(O)C(C)(C)C,G1,gmdldr,7.163259625434876,8.640369415283201,6.050553262233735,8.56829166412354,-10.7,-1.0142362117767334,0.5714414715766907,-8.996777,-7.794185,-8.250669,0.1489361702127659
Cc1cc(C(C)(CCCC(C)(C)O)c2ccc(OCC(O)C(C)(C)C)c(C)c2)ccc1OCC(O)C(C)(C)C,G1,gmdldr,7.582015037536621,8.514271211624143,5.589118719100952,8.58189105987549,-11.0,-0.095233678817749,0.5614129304885864,-8.146219,-7.306907,-8.44504,0.1688311688311688
Cc1cc(C(C)(CCCC(C)C)c2ccc(OCC(O)C(C)(C)C)cc2)ccc1OCC(O)C(C)(C)C,G1,gmdldr,7.897097587585452,8.475602531433106,5.468850314617155,8.86101245880127,-11.2,-0.933142900466919,0.5696524977684021,-8.866443,-7.248037,-8.624949,0.1309523809523809
Cc1cc(C(C)(CCCO)c2ccc(OCC(O)C(C)(C)C)c(C)c2)ccc1OCC(O)C(C)(C)C,G1,gmdldr,6.798134922981264,8.341481685638424,5.299462854862213,8.90541458129883,-10.9,-0.4359831809997558,0.5708962082862854,-8.902616,-7.411552,-8.684645,0.1125
Cc1cc(C(C)(O)C#Cc2ccc(N3CC(O)C(O)C(C)(C)C3)nn2)ccc1OCC(C)(C)O,G1,gmdldr,6.186436593532563,8.561440944671633,5.984445571899416,6.90856266021729,-10.8,0.0104775428771972,0.5774580836296082,-8.687581,-7.643219,-9.034229,0.1684210526315789
Cc1cc(C(C)(O)C#Cc2ccc(OCCN3CCCC3)cc2)ccc1OCC(O)C(C)(C)O,G1,gmdldr,6.658172369003298,8.619399213790896,5.756453931331636,6.09506702423096,-11.2,-0.3230328559875488,0.5719869136810303,-8.881712,-8.052361,-10.176465,0.1041666666666666
Cc1cc(C(C)CC(=O)NCC(=O)c2ccc(C#CCNCC(O)CO)cc2)ccc1OCC(=O)C(F)(F)F,G1,gmdldr,5.9546676874160775,8.781309890747071,5.7165438532829285,7.27134418487549,-10.5,-1.2374491691589355,0.5693352222442627,-8.241924,-7.514541,-8.41617,0.072072072072072
Cc1cc(C(C)CC(C)c2ccc(C(C)(C)C)cc2)ccc1OCC(O)C(C)(C)C,G1,gmdldr,6.937402665615081,8.601342344284044,4.991209030151365,7.78172016143799,-11.0,0.7090620994567871,0.5752286314964294,-8.008149,-7.321513,-9.380508,0.0952380952380952
Cc1cc(C(C)CCCC(C)(C)O)ccc1OCC(=O)C(C)(C)C,G1,gmdldr,6.426618218421934,8.152144432067866,5.117365121841431,5.89574813842773,-8.9,0.1742734909057617,0.5802207589149475,-7.519019,-7.722774,-9.489055,0.1923076923076923
Cc1cc(C(C)CCCC(C)C)ccc1OCC(C)C(=O)O,G1,gmdldr,6.5362774729728725,8.070746755599988,4.601322174072266,8.94160175323486,-9.2,0.864357590675354,0.5824658274650574,-7.224523,-7.345085,-9.420352,0.0963855421686747
Cc1cc(C(C)CCCC(C)CC(C)(C)O)ccc1OCC(O)C(C)(C)C,G1,gmdldr,7.730772852897644,8.462231016159063,5.320447504520415,9.12128448486328,-9.3,0.005195140838623,0.5774986147880554,-7.562349,-7.675703,-9.585435,0.144578313253012
Cc1cc(C(C)CCCC(C)O)ccc1OCC(O)C(C)(C)C,G1,gmdldr,7.307189464569094,8.43883380889892,4.925313889980318,9.32933044433594,-9.1,0.0998961925506591,0.5832266211509705,-7.961315,-7.934477,-9.327796,0.1234567901234567
Cc1cc(C(C)CCCCC(=O)NCCCC(=O)OCC2(c3ccc(Cl)cc3)CCN(CC(C)(C)C)CC2)ccc1OCC(=O)NCCN(C)C,G1,gmdldr,6.408299386501312,8.645655965805059,5.928662359714509,7.46757411956787,-7.9,-0.956529140472412,0.5561264157295227,-8.567184,-7.521008,-8.18919,0.1074380165289256
Cc1cc(C(C)CCCOc2ccc(CC(C)(C)C(=O)O)cc2)ccc1OCC(=O)O,G1,gmdldr,6.004932999610903,8.414484500885006,4.907133936882019,5.03451824188232,-10.4,-0.4166045188903808,0.5728992223739624,-8.660778,-7.253511,-8.844152,0.108695652173913
Cc1cc(C(C)CCOC(=O)NCc2ccc(OCCCC(=O)O)cc2)ccc1OCC(O)C(C)(C)C,G1,gmdldr,7.127627372741699,8.402427005767816,4.779984951019289,7.74593734741211,-10.5,-0.9038240909576416,0.5815152525901794,-8.455662,-7.408066,-8.124786,0.0970873786407767
Cc1cc(C(C)NC(=O)c2ccc(C(C)(C)C)cc2)ccc1OCC(O)C(C)(C)O,G1,gmdldr,7.232253015041351,8.849674510955811,5.1323827505111685,7.95399188995361,-11.1,-0.0939173698425293,0.5833199620246887,-8.744643,-7.733316,-9.752268,0.1
Cc1cc(C(C)c2ccc(OCC(O)C(C)(C)C)c(C)c2)ccc1OCC(O)C(C)(C)C,G1,gmdldr,6.361145794391631,8.340867137908935,4.8722023367881775,8.47556304931641,-11.0,-0.5103435516357422,0.5734354853630066,-8.890416,-6.854283,-8.606675,0.1052631578947368
Cc1cc(C(CC(C)C)C(=O)NCCC(=O)O)ccc1OCC(O)C(C)(C)C,G1,gmdldr,6.558821916580198,8.612739706039422,4.725702404975891,8.89969348907471,-9.3,-0.1662015914916992,0.5821589827537537,-8.000747,-7.493073,-10.296472,0.0851063829787234
Cc1cc(C(CC(O)CC(C)(C)C)c2ccc(OC(C)C)cc2C)ccc1OCC(O)C(C)(C)C,G1,gmdldr,7.237498402595522,8.675401067733777,5.644481420516968,8.4585599899292,-9.0,-0.3985028266906738,0.5713682770729065,-8.085605,-7.460781,-8.777062,0.0833333333333333
Cc1cc(C(CC(O)CC(C)C)C(=O)O)ccc1OCC(O)C(C)(C)C,G1,gmdldr,7.239270448684692,8.526852989196774,4.573605060577393,9.1118688583374,-8.5,0.22733736038208,0.586423933506012,-7.835222,-7.629821,-9.513646,0.0909090909090909
Cc1cc(C(CCC(=O)O)NC(=O)OC(C)(C)C)ccc1OCC(C)C,G1,gmdldr,6.005314469337465,7.981294059753412,4.584410429000855,7.46019077301025,-8.6,0.4499063491821289,0.5863364934921265,-8.172872,-7.78359,-8.877599,0.1136363636363636
Cc1cc(C(CCC(C)C)C(C)(C)C)ccc1OCC(O)C(C)(C)C,G1,gmdldr,7.318552732467651,8.602784299850473,5.268246650695801,9.0401782989502,-9.2,0.9236931800842284,0.5765580534934998,-7.229015,-7.210698,-9.58618,0.1111111111111111
Cc1cc(C(CCCC(=O)NO)CC(C)C)ccc1OCC(O)CO,G1,gmdldr,6.197739183902742,8.362608957290654,5.018532991409302,8.55356311798096,-8.6,-0.0604908466339111,0.5836477279663086,-7.681815,-8.241428,-9.558049,0.0978260869565217
Cc1cc(C(CCCCNC(=O)CCCCCCCC(=O)NCCCC(C)(C)O)NC(=O)OC(C)(C)C)ccc1OCC(O)C(C)(C)C,G1,gmdldr,6.675592780113221,8.347098875045777,5.301344513893128,6.43522548675537,-8.8,-1.1507368087768557,0.5735180377960205,-8.099062,-7.788692,-8.435306,0.15
Cc1cc(C(CNC(CC(C)C)C(=O)NCC#N)C(C)(C)C)ccc1OCCC(C)(C)C,G1,gmdldr,6.5945024490356445,8.746948099136363,5.852598011493683,8.24325370788574,-9.0,-0.7575840950012207,0.5777853727340698,-7.489258,-7.901548,-8.537054,0.1020408163265306
Cc1cc(C(Cc2ccc(OCCc3ccc(OC(C)(C)C(=O)O)cc3)cc2)NC(=O)OC(C)(C)C)ccc1OCC(O)C(C)(C)C,G1,gmdldr,7.019164621829988,8.526132011413573,5.868391096591949,7.52562618255615,-9.6,-0.7548456192016602,0.5782431960105896,-8.11128,-7.992851,-9.093019,0.0841121495327102
Cc1cc(C(O)=NC(C)c2ccc(OCC(C)(F)C(C)(C)O)c(Cl)c2)ccc1CCCC(=O)O,G1,gmdldr,7.1575728058815,8.901886272430419,5.897055506706237,6.45553493499756,-11.1,-1.046818733215332,0.5739026069641113,-9.002672,-7.061177,-9.009692,0.11
Cc1cc(C(OCCC=CC=Cc2ccc(OCC(=O)O)cc2)c2ccc(C(=O)NCCC(=O)O)cc2)ccc1OCCC(O)C(C)(C)C,G1,gmdldr,7.600245714187622,9.001689100265505,5.625002086162567,8.75268459320068,-9.6,-1.1169414520263672,0.5639585256576538,-8.625124,-7.709765,-8.467571,0.0956521739130434
Cc1cc(C)c(OCC(=O)C(C)(C)C)c(C)c1CCC(O)CC(C)CC(=O)O,G1,gmdldr,5.868273913860321,8.558716154098509,4.87093085050583,6.14322090148926,-9.1,-0.2063822746276855,0.5804230570793152,-8.119555,-7.772383,-9.271817,0.1
Cc1cc(C)n(CCCNC(=O)CCC(C)c2ccc(OCC(O)C(C)(C)C)c(C)c2)n1,G1,gmdldr,6.996139705181123,8.58934822082519,5.2211437821388245,8.01259136199951,-10.4,0.0642895698547363,0.5771283507347107,-8.456317,-7.952912,-9.439527,0.0980392156862745
Cc1cc(C2(C(C)C)CCC(O)=C(SCc3ccccc3C(C)(C)C)C(=O)C2)ccc1OCC(O)CO,G1,gmdldr,7.044427871704102,8.897139501571655,5.836130738258362,7.33038425445557,-11.6,-0.9220831394195556,0.5729395747184753,-8.248235,-7.688877,-8.537992,0.1121495327102803
Cc1cc(C2(CC(C)C)CC(C)(C)N(Cc3ccc(OC(F)(F)F)cc3)C2=O)ccc1OCC(O)C(C)(C)C,G1,gmdldr,7.411826133728028,8.804397201538091,5.911529064178467,6.07082748413086,-10.7,-0.2575628757476806,0.5730839371681213,-7.970603,-7.414718,-8.735886,0.1176470588235294
Cc1cc(C2(CNC(=O)C(CCC(=O)[O-])CC(C)C)CCC2)ccc1OCCC(F)(F)F,G1,gmdldr,7.18238240480423,8.790712690353399,5.786535859107971,6.50976467132568,-9.5,-0.7477571964263916,0.5678030848503113,-8.284698,-7.514429,-9.496063,0.13
Cc1cc(C=C2C(=O)OC3(C)C2CCC3C(C)Cc2ccc(OCC(=O)O)cc2)ccc1OCC(O)C(C)(C)C,G1,gmdldr,7.14217656850815,8.52435569763184,5.74351680278778,9.03300285339356,-11.2,-0.6518979072570801,0.5684676766395569,-8.784975,-7.711278,-8.868298,0.1809523809523809
Cc1cc(C=CC(=O)c2ccc(OC3CCN(C)CC3)cc2C)ccc1OCC(O)C(C)(C)O,G1,gmdldr,6.313335001468658,8.734854793548584,5.419929862022401,8.81830024719238,-11.0,0.2308459281921386,0.5779611468315125,-7.697153,-7.884158,-9.102346,0.13
Cc1cc(C=Cc2ccc(OCCC(O)CC(O)CC(=O)[O-])n2C)ccc1OCC(O)CO,G1,gmdldr,5.490015089511871,8.387752103805536,4.813417077064515,8.69507884979248,-9.4,0.0346660614013671,0.5697328448295593,-8.842663,-7.145478,-8.76454,0.099009900990099
Cc1cc(CC(CC(C)C)C(O)CCCCCC(C)CCCCO)ccc1OCC(O)C(C)(C)C,G1,gmdldr,7.737133741378783,8.415965795516964,5.103483378887177,8.21080875396729,-9.6,-0.2076709270477295,0.5736855864524841,-7.705227,-7.497169,-9.443996,0.1075268817204301
Cc1cc(CC(NC(=O)OC(C)(C)C)C(=O)NC(CCCN=C(N)N)C(=O)c2nccs2)ccc1OCC(O)C(C)(C)C,G1,gmdldr,7.354876756668091,8.97880649566651,6.4615575671195975,7.7698278427124,-9.8,-0.4208736419677734,0.5741790533065796,-8.456232,-7.566976,-8.542127,0.0869565217391304
Cc1cc(CCC(=O)NC(CCC(=O)O)C(=O)O)ccc1OCC(=O)O,G1,gmdldr,5.396172106266021,8.108806896209721,4.4651381373405465,5.33817863464356,-9.0,-0.1752402782440185,0.532355546951294,-8.169093,-7.376545,-9.270518,0.0674157303370786
