smiles,source,generator,graphdta_kd,graphdta_ki,graphdta_ic50,mltle_pKd,vina_score,boltz_affinity,boltz_confidence,drugban_affinity,moltrans_affinity,tankbind_affinity,unimol_similarity
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(O)CC(C)(C)C)CC1O,G1,gmdldr,8.068075299263,9.009199285507204,6.500541269779206,8.26115417480469,-12.3,-0.0252902507781982,0.5728850364685059,-8.314291,-7.9933,-9.5264,0.6461538461538462
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(O)CC(C)(C)O)C(O)C1O,G1,gmdldr,7.604624390602112,8.730273485183712,6.464824557304382,9.7313175201416,-13.1,-0.0046839714050292,0.5737743377685547,-8.652659,-8.040025,-8.838986,0.5797101449275363
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(O)CC(C)(C)O)CC1O,G1,gmdldr,7.99626749753952,8.954959058761593,6.465211689472198,9.62930011749268,-12.6,-0.3953604698181152,0.5744509100914001,-8.377498,-7.733018,-8.884364,0.6615384615384615
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(O)CC)CC1O,G1,gmdldr,8.410437226295471,9.050088024139402,6.846505641937256,9.45656585693359,-12.1,0.3634228706359863,0.580460786819458,-7.508364,-7.405493,-9.249898,0.6461538461538462
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(O)CC2CCCC3(C)C2CCC3C(C)C(C)(C)O)CC1O,G1,gmdldr,8.457384288311003,9.209145116806036,6.635020673274994,9.7562255859375,-12.3,-1.9141616821289065,0.5571508407592773,-7.995253,-7.318045,-8.677786,0.5454545454545454
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(O)CCC(C)(C)O)CC1O,G1,gmdldr,8.212769150733948,9.096374654769903,6.675039827823637,9.5078239440918,-11.0,-0.2902133464813232,0.5701449513435364,-9.066182,-7.751527,-8.653004,0.6875
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(O)CCCCC(C)(C)O)CC1O,G1,gmdldr,8.115675628185272,9.10220413208008,6.830868899822235,9.44913196563721,-12.7,-0.2286672592163086,0.5758657455444336,-8.779651,-7.592521,-8.611532,0.71875
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(O)CCCCCC(=O)O)C(O)C1O,G1,gmdldr,7.680573642253875,8.759837532043456,6.276186645030977,9.36794185638428,-12.2,-0.8841888904571533,0.5736479759216309,-8.26248,-8.022673,-8.757512,0.5194805194805194
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(O)CCCCCC(=O)O)CC1O,G1,gmdldr,8.232084035873413,8.947068881988523,6.38599729537964,9.06586742401123,-12.1,-0.5841176509857178,0.573479175567627,-8.245466,-7.575796,-8.704077,0.589041095890411
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(O)CO)CC1O,G1,gmdldr,7.639667749404906,8.95017323493958,6.426218748092653,9.53667163848877,-11.4,-0.2671337127685547,0.581106960773468,-8.683846,-8.035516,-9.77349,0.6461538461538462
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)C(O)CC(O)CC(C)CO)CC1O,G1,gmdldr,7.764609754085541,8.546999406814574,6.375864207744598,9.45184898376465,-12.7,-0.0828566551208496,0.5674517154693604,-8.250282,-7.322068,-8.589407,0.5135135135135135
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)CC(C)(C)O)CC1O,G1,gmdldr,8.309356570243837,8.929572010040285,6.599075675010683,9.54910659790039,-12.1,-0.2171313762664795,0.583837628364563,-8.456628,-7.579095,-9.470832,0.65625
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)CC(C)CC(O)(O)CC)CC1O,G1,gmdldr,8.198972523212433,8.98971419334411,6.953528940677644,9.50645637512207,-11.9,-0.5036275386810303,0.569818913936615,-8.289659,-7.560881,-8.55308,0.5714285714285714
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)CC(C)CC)CC1O,G1,gmdldr,8.41579085588455,8.877660036087038,6.675635337829592,9.28038024902344,-11.6,0.0671753883361816,0.5783729553222656,-8.281792,-7.102257,-9.529964,0.5671641791044776
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)CC(C)CCC(O)(CC)CCC(C)(O)CC)CC1O,G1,gmdldr,8.643804490566254,9.115410757064812,7.207721352577211,9.01683139801025,-11.5,-2.2267580032348637,0.5624904036521912,-8.421587,-6.983412,-8.801982,0.56
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)CC(C)CCCCCC(C)(C)O)CC1O,G1,gmdldr,8.224715411663057,9.105858039855953,6.932030975818632,9.15421199798584,-11.4,-1.5323681831359863,0.561612069606781,-8.394363,-7.452712,-8.443943,0.6865671641791045
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)CC)CC1O,G1,gmdldr,8.451250433921814,8.836228370666515,6.593824088573455,9.24287986755371,-11.5,0.3698482513427734,0.5830304622650146,-7.46297,-7.78103,-8.960435,0.59375
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)CCC(C)(C)O)CC1O,G1,gmdldr,8.29580533504486,8.88613338470459,6.771484076976778,9.43681621551514,-11.3,-0.6605701446533203,0.5806922316551208,-7.803543,-7.894845,-9.334477,0.6984126984126984
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)CCC(O)CC(=O)O)CC1O,G1,gmdldr,7.883839845657349,8.520651674270622,6.15704780817032,9.5175895690918,-11.5,-0.3709888458251953,0.5762657523155212,-8.255156,-7.257403,-9.327286,0.5492957746478874
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(CC)CC(C)(C)O)CC1O,G1,gmdldr,8.585003674030304,9.00989289283752,6.964140713214874,9.56918334960938,-11.6,-0.1261849403381347,0.5750896334648132,-7.959375,-7.460833,-9.10252,0.6268656716417911
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(CC)CC(O)CC(=O)[O-])CC1O,G1,gmdldr,7.815583169460297,8.62028923034668,6.6304492354393005,9.48013496398926,-11.6,-0.5950052738189697,0.5728282332420349,-8.567978,-7.758652,-9.135585,0.4935064935064935
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)(CC)CC(C)(C)O)C(O)C1O,G1,gmdldr,7.737548828125001,8.82664074897767,6.78006476163864,9.67889785766602,-11.5,-0.2787737846374511,0.5744602680206299,-8.377177,-7.550461,-9.651138,0.5555555555555556
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)(CC)CC(C)(C)O)CC1O,G1,gmdldr,8.273301541805267,9.039809799194344,6.926235914230347,9.48468971252441,-11.9,-0.0073659420013427,0.5705643892288208,-7.782967,-7.691975,-9.522308,0.6323529411764706
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)(CC)CC2CC(O)C(O)C2CCCCCCC(=O)O)CC1O,G1,gmdldr,8.389787495136261,8.956369304656993,6.568551123142245,7.91443538665772,-11.1,-2.51990270614624,0.5537601113319397,-8.229824,-7.61284,-8.439471,0.4942528735632184
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)(CC)CC2CCC3C(=CC=C4CC(O)C(O)C(O)C4O)CCCC23)CC1O,G1,gmdldr,8.762552440166475,9.07047271728516,6.529904127120972,8.06042003631592,-10.4,-2.182590961456299,0.552318274974823,-8.419018,-7.383979,-8.189037,0.4941176470588235
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)(CC)CC2CCCC2)C(O)C1O,G1,gmdldr,7.758460581302642,8.965237569808957,7.016236126422882,9.46238899230957,-12.7,-0.9482555389404296,0.5727378726005554,-8.080099,-7.727141,-8.63054,0.5135135135135135
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)(CC)CCC(=O)O)CC1O,G1,gmdldr,8.02939248085022,8.873377990722666,6.575298339128496,9.23881912231445,-11.4,-0.7707250118255615,0.5749226212501526,-8.25445,-8.004399,-9.562187,0.5616438356164384
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)(CC)CCCC(C)(C)O)CC1O,G1,gmdldr,8.564302921295166,9.082275962829597,7.032274663448334,9.31008529663086,-12.2,0.0102787017822265,0.5694595575332642,-8.003945,-7.333743,-8.538978,0.6865671641791045
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)(CC)c2ccccc2)CC1O,G1,gmdldr,8.286655366420746,9.403525924682612,6.463422775268555,9.48765182495117,-13.0,-0.5621230602264404,0.5783485770225525,-8.37576,-7.680596,-9.013726,0.5616438356164384
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)(C)C)C1O,G1,gmdldr,7.579246282577515,8.641638660430903,5.977752029895784,9.47457218170166,-11.7,0.376589298248291,0.5790870189666748,-8.599032,-7.427776,-8.940638,0.5522388059701493
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)(C)C)CC1O,G1,gmdldr,8.08509236574173,8.74730486869812,5.889256656169891,9.41319465637207,-12.4,-0.8601016998291016,0.5765984654426575,-7.844002,-7.86857,-9.436295,0.625
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)(C)OC)CC1O,G1,gmdldr,7.275286674499512,8.57593469619752,6.018068253993988,9.71469879150391,-11.7,-0.0252039432525634,0.5770914554595947,-7.661631,-7.542226,-9.282166,0.5882352941176471
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)C)CC1O,G1,gmdldr,8.402034997940062,8.7007776260376,6.451046407222748,9.34238719940186,-11.7,-0.1834752559661865,0.5761848092079163,-7.905745,-7.656579,-9.26963,0.59375
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(O)CC(C)CC)CC1O,G1,gmdldr,8.365531325340271,8.668202972412109,6.4698126912117,9.19117450714111,-12.4,-0.1983275413513183,0.5744981169700623,-7.969218,-7.282142,-8.882341,0.5428571428571428
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(O)CC(CC)CC)CC1O,G1,gmdldr,8.309912204742432,8.691970062255859,6.484498083591461,9.17748260498047,-11.8,-0.2352805137634277,0.5776516795158386,-8.97676,-7.423287,-8.816466,0.5428571428571428
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C2(C)CC2)C1O,G1,gmdldr,7.881825387477874,9.014804935455324,6.29201740026474,9.63699722290039,-11.9,-0.2270524501800537,0.582281768321991,-8.194451,-7.893301,-9.542284,0.5147058823529411
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(=O)O)CC1O,G1,gmdldr,7.613943159580231,8.464043760299685,6.037805974483493,9.56078624725342,-11.7,-0.3395204544067383,0.572793185710907,-8.471365,-7.835182,-9.081256,0.5735294117647058
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)(C)C)CC1O,G1,gmdldr,7.591236352920533,8.738483428955082,6.131283223628999,8.68542194366455,-11.9,-0.1291277408599853,0.5794875025749207,-7.996013,-7.519094,-9.203608,0.6153846153846154
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)(C)CC(C)(C)O)CC1O,G1,gmdldr,8.252125799655914,9.052238559722904,6.60297840833664,9.49923992156982,-11.8,-0.4611806869506836,0.5727347731590271,-8.129856,-7.727625,-8.181178,0.6268656716417911
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)(C)CC)CC1O,G1,gmdldr,8.251357793807983,8.87979984283447,6.500512182712556,9.19759082794189,-12.3,-0.3644208908081054,0.5772076845169067,-7.814701,-7.2845,-9.580597,0.5882352941176471
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)(C)CCC(C)(C)O)CC1O,G1,gmdldr,8.283816933631897,9.112017869949346,6.77500492334366,9.41562175750732,-11.6,-0.3558056354522705,0.5662450194358826,-7.53584,-7.213219,-9.053108,0.6567164179104478
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)(C)O)CC1O,G1,gmdldr,7.970841586589813,8.830169868469236,6.476196825504304,9.67684745788574,-12.6,-0.7026920318603516,0.5743515491485596,-8.179616,-7.545204,-9.170387,0.65625
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)C)C1O,G1,gmdldr,7.825079917907717,8.576622581481926,6.402007341384889,9.5510196685791,-12.2,-0.3432810306549072,0.5829146504402161,-8.298055,-7.28578,-9.351152,0.5294117647058824
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)CC(C)(C)O)CC1O,G1,gmdldr,8.054423928260803,8.878771352767952,6.536670923233031,9.64896965026856,-11.4,-0.4815859794616699,0.5754575729370117,-8.265723,-7.584098,-9.477669,0.6268656716417911
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)CC(C)C)CC1O,G1,gmdldr,8.0099778175354,8.673730182647706,6.457515299320223,9.43670272827148,-12.3,-0.3347425460815429,0.5780070424079895,-7.358705,-7.712316,-9.079225,0.5735294117647058
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)CC)C(O)C1O,G1,gmdldr,8.184034645557404,8.622511768341061,6.699944376945496,9.52477073669434,-11.6,0.0180830955505371,0.5766971111297607,-7.734984,-7.726799,-9.35172,0.5
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)CC)CC1O,G1,gmdldr,8.390791356563572,8.752576398849488,6.662595152854921,9.52366161346436,-11.6,0.1035027503967285,0.5822818875312805,-8.311337,-8.162427,-8.792358,0.5735294117647058
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)CCC(=O)O)CC(O)C1O,G1,gmdldr,7.795370161533357,8.532990407943725,5.807691991329194,9.69718074798584,-12.6,-0.3011941909790039,0.5803811550140381,-8.839669,-7.632872,-8.637337,0.5
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)CCC(=O)O)CC1O,G1,gmdldr,7.65106362104416,8.589089059829716,6.084707796573641,9.60858535766602,-11.4,-0.3712615966796875,0.5734007954597473,-8.271738,-7.458496,-9.790306,0.5342465753424658
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)CCC(C)(C)C(C)(C)O)CC1O,G1,gmdldr,8.146625518798828,8.922944164276121,6.771485328674318,9.2919397354126,-13.1,-1.7189054489135742,0.5612285733222961,-8.464607,-7.432328,-8.573517,0.5915492957746479
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)CCC(C)(C)C)CC1O,G1,gmdldr,7.657936334609987,8.759248685836786,6.150023519992828,8.74140644073486,-12.7,0.3513767719268799,0.5654203295707703,-8.218472,-8.220697,-8.626795,0.6029411764705882
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)CCC(C)(C)O)CC1O,G1,gmdldr,8.00990605354309,8.814358091354364,6.6842838525772095,9.63670444488525,-12.2,-0.8495628833770752,0.5725869536399841,-8.361178,-8.135491,-9.040274,0.6567164179104478
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(C)CCCC(C)C)CC1O,G1,gmdldr,8.134717285633087,8.7032073020935,6.2827690839767465,9.50876331329346,-12.5,0.0300054550170898,0.5792350769042969,-7.886517,-7.537645,-8.858894,0.5714285714285714
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(CC)CC(O)CC(=O)[O-])CC1O,G1,gmdldr,7.662431836128233,8.54953479766846,6.575794458389285,9.46995258331299,-12.8,-1.9898371696472168,0.5718019604682922,-7.731149,-7.597261,-8.52584,0.5064935064935064
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(CCCCC(C)(C)C(C)(C)O)CC(C)CC)CC1O,G1,gmdldr,8.700324296951294,9.179557132720948,7.139138519763947,8.99771499633789,-10.4,-1.3772845268249512,0.5677942633628845,-7.997496,-7.798957,-8.534311,0.5512820512820513
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(CCCCC(C)(C)CC)CC(C)CC(C)(C)O)CC1O,G1,gmdldr,8.540336668491364,9.186110353469855,7.060120701789856,8.98472881317139,-9.8,-1.352309226989746,0.5660430788993835,-8.010808,-7.870588,-8.456501,0.5641025641025641
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(O)CC(=O)O)CC1O,G1,gmdldr,7.54337751865387,8.515432310104368,6.165628254413604,9.5400505065918,-11.1,-0.5476024150848389,0.5770308375358582,-8.140482,-7.875605,-8.710369,0.5492957746478874
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(O)CC(=O)[O-])C1O,G1,gmdldr,7.254762351512909,8.582519149780271,6.209411203861237,9.4871826171875,-11.8,-0.8898537158966064,0.5736134648323059,-8.865881,-7.572401,-9.787438,0.48
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(O)CC(C)(C)O)C1(C)C,G1,gmdldr,7.839416563510895,8.893131494522097,6.219811439514161,9.13515853881836,-11.2,-2.113616943359375,0.5809672474861145,-8.319093,-7.523001,-8.883972,0.5416666666666666
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC(O)CC(CC)CC(C)CC)CC1O,G1,gmdldr,8.28301739692688,8.834529590606696,6.869352459907532,9.40618705749512,-10.9,-0.9804043769836426,0.5700497031211853,-8.548458,-7.19448,-8.439874,0.527027027027027
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CC)CC1CCC(O)CC(C)CC(=O)O,G1,gmdldr,8.230319261550905,8.646510028839113,6.523571491241458,9.64983940124512,-10.3,-1.0753402709960938,0.5579696297645569,-8.516022,-7.665897,-8.387525,0.4814814814814814
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CCC(C)(C)O)CC1O,G1,gmdldr,7.959282398223876,8.831321907043453,6.537355422973634,9.61876773834229,-12.1,-0.3278391361236572,0.5728521347045898,-8.325124,-7.385701,-8.791131,0.6984126984126984
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CCCC(C)CC#CC(C)(C)O)CC1O,G1,gmdldr,7.761628210544583,8.965017986297612,6.9600794315338135,9.56738662719727,-10.6,-1.4567079544067385,0.5675472617149353,-8.134733,-7.814842,-8.719928,0.56
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)CO)CC1O,G1,gmdldr,7.597283899784088,8.496004199981686,6.002606332302095,9.47579193115234,-10.9,-0.399738073348999,0.5747939348220825,-9.127649,-7.580595,-9.116581,0.609375
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC2(C)CCCC2)CC1O,G1,gmdldr,8.11187016963959,9.10556516647339,6.602911829948426,7.67446613311768,-13.1,0.0185937881469726,0.5772725939750671,-7.689574,-7.442269,-9.644912,0.5846153846153846
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC2(O)CCC(=O)C2(C)CC(C)(C)O)C1O,G1,gmdldr,7.918158173561097,9.032669925689698,6.604653596878053,7.73003101348877,-12.4,-0.4850614070892334,0.5680566430091858,-8.134682,-7.401919,-8.442463,0.5
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC2=CCCC2)CC1O,G1,gmdldr,7.992902457714083,8.907466602325439,6.223105192184447,9.34889793395996,-12.3,0.0931038856506347,0.5789623856544495,-8.049185,-7.562508,-8.997415,0.5428571428571428
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC2CC(O)CC(=CCCCC(C)CC(C)C(C)(C)O)C2O)CC1O,G1,gmdldr,8.441982984542847,8.940863561630245,6.590265870094299,9.65544891357422,-12.1,-1.1740732192993164,0.5641167759895325,-8.536366,-7.513906,-9.088278,0.5365853658536586
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC2CC(O)CC(=O)O2)CC1O,G1,gmdldr,8.093821585178375,8.72201867103576,6.1272811293602,9.59686851501465,-13.0,-0.2288076877593994,0.5793341994285583,-8.3229,-8.119968,-9.141215,0.5555555555555556
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC2CC(O)CC(O)C2)CC1O,G1,gmdldr,7.970519006252287,8.884063482284539,6.467699944972991,9.42788600921631,-13.5,-0.356112003326416,0.563250720500946,-7.876147,-8.060537,-9.233574,0.6307692307692307
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC2OC(=O)C(=C)C2C)CC1O,G1,gmdldr,8.03660821914673,8.727320957183842,6.320375680923462,9.60022926330566,-12.8,-0.816047191619873,0.5723074078559875,-8.565921,-7.172721,-9.191993,0.5135135135135135
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC2OC(=O)C(=CC=CCCC(O)CC(O)CC(C)CC)CC2O)CC1O,G1,gmdldr,8.685929000377655,8.990116310119626,6.102809071540833,9.63449478149414,-11.4,-0.946993350982666,0.5556502938270569,-8.305117,-7.398346,-8.70023,0.4
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC=C(C)O)CC1O,G1,gmdldr,7.861294925212858,8.912812042236325,6.275365829467773,9.55574226379395,-11.8,-0.6995835304260254,0.5881327986717224,-8.269368,-7.330651,-9.524561,0.5757575757575758
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC=CC(=O)O)CC1O,G1,gmdldr,8.311586856842041,8.829616069793712,5.924259305000306,9.59492111206055,-11.3,-0.657538652420044,0.5772450566291809,-8.426538,-7.604334,-9.355152,0.5507246376811594
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC=CCC(C)(C)O)CC1O,G1,gmdldr,8.620680630207064,9.060155820846568,6.322138130664825,9.64993762969971,-12.3,-0.2525067329406738,0.5818879008293152,-8.437652,-7.558951,-9.343144,0.6363636363636364
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC=CCCCC(C)(C)O)CC1O,G1,gmdldr,8.54989022016525,9.03987855911254,6.45680910348892,9.51706123352051,-11.8,-0.9350223541259766,0.5741981267929077,-8.172555,-7.572887,-9.517603,0.71875
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC#CC(=O)O)CC1O,G1,gmdldr,7.304354846477507,8.631603717803964,6.458196341991425,9.16368103027344,-11.5,-0.0686979293823242,0.5751171112060547,-7.851999,-7.993584,-9.348867,0.5714285714285714
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(=O)O)CC1CC,G1,gmdldr,8.009100139141083,8.672720193862919,6.255490481853484,9.44633865356445,-10.6,-0.2638514041900635,0.5666641592979431,-7.808497,-7.889647,-9.264777,0.5774647887323944
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(=O)O)CC1O,G1,gmdldr,7.509489834308625,8.53791728019714,5.8158333897590655,9.48754787445068,-10.3,-0.4377872943878174,0.5819833874702454,-8.127675,-7.423223,-8.614677,0.6307692307692307
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)C(C)(C)O)CC1O,G1,gmdldr,8.100926220417023,9.070498180389402,6.628132104873659,9.22498226165772,-12.6,-0.866478443145752,0.5672624111175537,-8.092075,-8.051464,-9.599774,0.6984126984126984
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)CC)CC1O,G1,gmdldr,8.247029602527618,8.957843971252448,6.51619976758957,9.15553379058838,-11.4,0.502535343170166,0.5832869410514832,-7.750038,-7.499325,-9.380049,0.671875
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)CCC(C)(C)O)CC1O,G1,gmdldr,8.280630111694336,9.261845588684071,6.804790794849397,9.23538589477539,-11.6,-0.2706539630889892,0.577826201915741,-8.022479,-7.169986,-9.281433,0.7301587301587301
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)C2CCCCC12,G1,gmdldr,7.978046059608458,9.028605556488037,6.582458257675173,9.56877613067627,-11.8,0.1731626987457275,0.5797020196914673,-8.023082,-7.714805,-9.283625,0.6984126984126984
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC1(CC)CCCC,G1,gmdldr,8.555568516254425,8.92371301651001,6.809789061546326,8.35501861572266,-10.0,-0.1504960060119629,0.5718588829040527,-8.318034,-7.508066,-9.280693,0.647887323943662
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC1C(F)(F)F,G1,gmdldr,7.059266149997713,9.024207687377928,6.721690595149994,8.95677947998047,-11.5,-0.0651111602783203,0.5903803706169128,-8.493202,-7.773702,-9.175018,0.7230769230769231
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(O)CC(C)(C)O)CC1O,G1,gmdldr,7.966614246368408,8.967246294021596,6.504097938537598,9.61634731292725,-12.7,-0.4328649044036865,0.5766011476516724,-9.013859,-7.257009,-9.546733,0.703125
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(O)CC)CC1O,G1,gmdldr,8.38704127073288,9.058626079559328,6.870435297489166,9.49793243408203,-11.8,-0.1311979293823242,0.5776539444923401,-8.74322,-7.69282,-9.182457,0.6875
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(O)CCCC(C)(C)O)CC1O,G1,gmdldr,8.171431124210358,9.058573818206794,6.7459298968315125,9.51358890533447,-11.5,-0.1871476173400879,0.5749244689941406,-8.318582,-7.819937,-8.878208,0.7580645161290323
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)C(O)C1O,G1,gmdldr,7.750032424926758,8.621452093124397,6.498096823692323,9.58168315887451,-10.9,0.3167517185211181,0.5810386538505554,-7.586566,-8.011651,-9.889824,0.5606060606060606
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)C1O,G1,gmdldr,7.683743655681609,8.703615331649775,6.36968731880188,9.60333633422852,-11.1,-0.0493471622467041,0.5881280303001404,-7.833411,-7.165181,-9.01996,0.5692307692307692
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC1O,G1,gmdldr,7.941033840179442,8.769928979873646,6.238817393779755,9.499755859375,-12.1,0.0612318515777587,0.5826852917671204,-7.839666,-7.353973,-9.478061,0.6451612903225806
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)CC(C)(C)O)C(O)C1O,G1,gmdldr,7.893801629543304,8.817611837387085,6.712494254112244,9.67910957336426,-12.2,-0.0266735553741455,0.5753839015960693,-7.945705,-8.03197,-8.93895,0.6029411764705882
