fold,method,cutoff_pct,train_ef,train_hits,test_ef,test_hits,full_ef,full_hits,top_k
1,fair_bedroc,0.5,24.76172101099749,36,24.427103159497527,9,24.694066035557608,45,71
1,fair_bedroc,1.0,23.729982635539262,69,17.64179672630377,13,22.499037943508043,82,142
1,fair_bedroc,5.0,13.219178082191782,193,12.432432432432432,46,13.060109289617486,239,713
1,fair_bedroc,10.0,8.732876712328768,255,8.64864864864865,64,8.71584699453552,319,1426
1,fair_bedroc,20.0,4.863013698630137,284,4.9324324324324325,73,4.877049180327869,357,2852
1,fair_bedroc,30.0,3.3219178082191783,291,3.3333333333333335,74,3.324225865209472,365,4278
2,fair_bedroc,0.5,26.733644185934722,39,19.259116341886937,7,25.24282305857,46,71
2,fair_bedroc,1.0,21.249819737537855,62,26.13737217827513,19,22.224659432001847,81,142
2,fair_bedroc,5.0,12.42320819112628,182,15.342465753424657,56,13.005464480874316,238,713
2,fair_bedroc,10.0,8.566552901023892,251,8.356164383561644,61,8.524590163934427,312,1426
2,fair_bedroc,20.0,4.84641638225256,284,4.794520547945205,70,4.836065573770492,354,2852
2,fair_bedroc,30.0,3.310580204778157,291,3.3333333333333335,73,3.31511839708561,364,4278
3,fair_bedroc,0.5,25.362688073835503,37,27.513023345552767,10,25.791580081582392,47,71
3,fair_bedroc,1.0,22.62077584963707,66,22.010418676442214,16,22.499037943508043,82,142
3,fair_bedroc,5.0,13.174061433447099,193,12.602739726027398,46,13.060109289617486,239,713
3,fair_bedroc,10.0,8.054607508532424,236,8.082191780821917,59,8.060109289617486,295,1426
3,fair_bedroc,20.0,4.744027303754266,278,4.52054794520548,66,4.699453551912568,344,2852
3,fair_bedroc,30.0,3.310580204778157,291,3.2420091324200913,71,3.296903460837887,362,4278
4,fair_bedroc,0.5,24.677210017785896,36,27.513023345552767,10,25.24282305857,46,71
4,fair_bedroc,1.0,22.62077584963707,66,23.386069843719852,17,22.77341645501424,83,142
4,fair_bedroc,5.0,13.447098976109215,197,11.506849315068493,42,13.060109289617486,239,713
4,fair_bedroc,10.0,8.668941979522184,254,7.671232876712328,56,8.469945355191257,310,1426
4,fair_bedroc,20.0,4.812286689419795,282,4.863013698630137,71,4.8224043715847,353,2852
4,fair_bedroc,30.0,3.310580204778157,291,3.3333333333333335,73,3.31511839708561,364,4278
5,fair_bedroc,0.5,26.048166129885114,38,24.76172101099749,9,25.791580081582392,47,71
5,fair_bedroc,1.0,22.62077584963707,66,22.010418676442214,16,22.499037943508043,82,142
5,fair_bedroc,5.0,12.901023890784982,189,13.424657534246576,49,13.005464480874316,238,713
5,fair_bedroc,10.0,8.430034129692833,247,8.767123287671232,64,8.497267759562842,311,1426
5,fair_bedroc,20.0,4.812286689419795,282,4.931506849315069,72,4.836065573770492,354,2852
5,fair_bedroc,30.0,3.310580204778157,291,3.3333333333333335,73,3.31511839708561,364,4278
