cutoff_pct,train_ef_mean,train_ef_std,test_ef_mean,test_ef_std,full_ef_mean,full_ef_std,train_hits_mean,test_hits_mean,full_hits_mean
0.5,25.516685883687746,0.8749093917905181,24.6947974406975,3.372964664134872,25.35257446317248,0.4591230654343086,37.2,9.0,46.2
1.0,22.568425984397667,0.8797951200763662,22.237215220236635,3.072126125428823,22.499037943508043,0.19401490609790217,65.8,16.2,82.0
5.0,13.032914114731872,0.3922060284471293,13.06182895223991,1.44549415146059,13.038251366120218,0.02993019439918956,190.8,47.8,238.6
10.0,8.49060264622002,0.2692723469824876,8.305072195483154,0.44316316518412674,8.453551912568306,0.24021972284517218,248.6,60.8,309.4
20.0,4.815606152695311,0.0456681369926914,4.808404294705665,0.17071426512450488,4.814207650273223,0.06734293739817607,282.0,70.4,352.4
30.0,3.3128477254663613,0.005070330399211678,3.3150684931506853,0.040841424246571625,3.313296903460838,0.009976731466396558,291.0,72.8,363.8
