index,meta_score,pu_label,is_calib,pval_unweighted,pval_weighted,weight
0,0.4950159288368518,1,0,0.011481481481481481,0.05070096040727793,0.05
1,0.4867791850321569,1,0,0.02185185185185185,0.09231127146856652,0.05
2,0.51373547395963,0,1,0.0011111111111111111,0.004837930731702731,0.5937070031816147
3,0.4871728079819302,1,0,0.01962962962962963,0.08445179231086941,0.05
4,0.4868884794842735,1,0,0.020370370370370372,0.08611577515038056,0.05
5,0.4757084486712311,1,0,0.04962962962962963,0.16810644254412546,0.05
6,0.5072949928125501,1,0,0.0025925925925925925,0.009471387054117406,0.7327112211650669
7,0.5034474167085788,1,0,0.0033333333333333335,0.00891836761846482,0.05
8,0.7306433018902863,-1,0,0.00037037037037037035,0.05770304615078866,20.0
9,0.5057394710904375,-1,0,0.002962962962962963,0.06559684661858507,20.0
10,0.5817711325279651,1,0,0.00037037037037037035,0.05770304615078866,20.0
11,0.7950145104384475,-1,0,0.00037037037037037035,0.05770304615078866,20.0
12,0.5673873365832401,1,0,0.00037037037037037035,0.05770304615078866,20.0
13,0.5386291130221479,1,0,0.00037037037037037035,0.0007400369384786018,0.24187665467421593
14,0.7084728693285616,-1,0,0.00037037037037037035,0.05770304615078866,20.0
15,0.6859000095664987,-1,0,0.00037037037037037035,0.05770304615078866,20.0
16,0.5633768270986337,1,0,0.00037037037037037035,0.05770304615078866,20.0
17,0.6109836783096155,1,0,0.00037037037037037035,0.05770304615078866,20.0
18,0.5621715381573904,1,0,0.00037037037037037035,0.05770304615078866,20.0
19,0.7943197503095685,1,0,0.00037037037037037035,0.05770304615078866,20.0
20,0.7895272337046473,1,0,0.00037037037037037035,0.05770304615078866,20.0
21,0.7923735087182836,-1,0,0.00037037037037037035,0.05770304615078866,20.0
22,0.6264102671787155,-1,0,0.00037037037037037035,0.05770304615078866,20.0
23,0.6306742776060658,1,0,0.00037037037037037035,0.05770304615078866,20.0
24,0.6321887722499462,1,0,0.00037037037037037035,0.05770304615078866,20.0
25,0.736098840019783,1,0,0.00037037037037037035,0.05770304615078866,20.0
26,0.7651136804284339,-1,0,0.00037037037037037035,0.05770304615078866,20.0
27,0.589852667909331,-1,0,0.00037037037037037035,0.05770304615078866,20.0
28,0.6246863381908031,1,0,0.00037037037037037035,0.05770304615078866,20.0
29,0.5397383698000171,1,0,0.00037037037037037035,0.0007906285398571738,0.258425301341062
30,0.5212428582395487,1,0,0.00037037037037037035,0.0410134913303314,13.967969755300556
