fold,method,train_auroc,train_auprc,train_bedroc,test_auroc,test_auprc,test_bedroc,full_auroc,full_auprc,full_bedroc
1,fair_bedroc,0.9211794277330572,0.3341987049629038,0.6044040399216992,0.9188770047363026,0.07514581999250704,0.4817151436050889,0.9242834702403286,0.4005391804942972,0.6241493111154506
2,fair_bedroc,0.9497530869326064,0.3767934718195677,0.6357131361287973,0.9245778742066584,0.057883636115909735,0.48082210719179497,0.9484093460164037,0.4191867866230231,0.6500932335981453
3,fair_bedroc,0.9318390912172061,0.3140180330269046,0.5938309172710305,0.9421223945132096,0.10627397621232744,0.574111919729788,0.9375661232076432,0.4107862243166227,0.6375540220514643
4,fair_bedroc,0.9356853099126146,0.3306404092381006,0.6128794455795107,0.909552542313965,0.08191136509595945,0.4865312378883814,0.9340282120441973,0.40448697253707666,0.6323129295461307
5,fair_bedroc,0.9176288526025875,0.2927114144264686,0.576954129779692,0.928865032718551,0.13690427689865647,0.5817243830521394,0.9234304071183771,0.40271513940317744,0.625234637011202
