cutoff_pct,train_ef_mean,train_ef_std,test_ef_mean,test_ef_std,full_ef_mean,full_ef_std,train_hits_mean,test_hits_mean,full_hits_mean
0.5,25.519033411276958,3.1762662485078357,25.810190279030717,10.802253167740062,25.572077272377435,0.49082320263445056,37.2,9.4,46.6
1.0,22.431565125946666,1.8885779939650529,22.78747568714769,7.0979319327704005,22.499037943508043,0.1940149060979028,65.4,16.6,82.0
5.0,12.909953714526159,0.20748699210026056,12.898926323583856,1.0863302142600935,12.907103825136613,0.05986038879837933,189.0,47.2,236.2
10.0,7.260764879143485,0.3983547334848199,7.214365049981488,0.5929664282397771,7.25136612021858,0.32362923759204454,212.6,52.8,265.4
20.0,4.296297162092665,0.252473466484083,4.262495372084413,0.22827814627419465,4.2896174863387975,0.21361333020644674,251.6,62.4,314.0
30.0,3.169347172222482,0.09103978772334186,3.1785758361100824,0.06901427555110964,3.171220400728598,0.07325711312273299,278.4,69.8,348.2
