index,is_calib_neg,meta_score
10496,1,0.4839509722353276
7322,1,0.4567498561517795
6661,1,0.41712192520384
15755,1,0.4584936348749807
11290,1,0.5433757958094554
10577,1,0.4777321860736436
4114,1,0.4338067370833945
10562,1,0.4808827827658869
8197,1,0.4668015774266599
4611,1,0.4279688178064939
4968,1,0.44184435895678
10463,1,0.4598786759376517
16098,1,0.512389371120033
7176,1,0.4504812502317569
12248,1,0.4978043916440199
7136,1,0.4254797071628829
14933,1,0.4387722898727273
8548,1,0.4768894089354046
2881,1,0.4666091104364314
8146,1,0.4756100794456707
12876,1,0.4195688992504354
16157,1,0.4146283073331118
3849,1,0.401880593764495
12949,1,0.4639191045743385
11199,1,0.5094514848697658
7308,1,0.432955483266793
14838,1,0.4525581805391147
12034,1,0.4170104890349597
12664,1,0.4554724102452947
8355,1,0.4938004311332857
3285,1,0.4232679914703521
11698,1,0.4780583209873859
14029,1,0.4737613534755261
3773,1,0.4498433705210931
11322,1,0.4986059782592221
12328,1,0.5078982472032647
13088,1,0.4232590942065959
11351,1,0.4010028198528382
10427,1,0.4886585145313642
3334,1,0.5225341080745929
15743,1,0.5043755073210502
7202,1,0.4228328829044293
11528,1,0.4831493740357112
13216,1,0.4687879786878247
6856,1,0.4265785416941823
15577,1,0.4726935565792802
8515,1,0.4260052964987317
14562,1,0.435341994340216
14188,1,0.436253711688397
4531,1,0.4357730389898038
15018,1,0.4662015498036719
15654,1,0.4695508636678597
7534,1,0.4938894219835374
15404,1,0.4393215993714107
8914,1,0.4243945594751995
11231,1,0.4618823600876798
15033,1,0.5065794465579674
8338,1,0.4283859918682624
11599,1,0.5054975306630526
13323,1,0.4371397755643153
14435,1,0.4637962696102231
13098,1,0.4523373046576333
13251,1,0.4455318192937188
3936,1,0.4393970110911729
5684,1,0.42780116074387
3910,1,0.5033301318623619
12006,1,0.47582157648382
5351,1,0.4494448780177408
8615,1,0.5373009919966533
13373,1,0.4674738164732506
8962,1,0.550104093052818
8954,1,0.4748127539559426
15830,1,0.4465655786380611
13623,1,0.4340596189043948
8752,1,0.4664611906742092
4464,1,0.4310983746613875
14910,1,0.4197633806874806
7388,1,0.4971073446314457
4770,1,0.4648353971552253
15170,1,0.4608592991730786
14964,1,0.4261835998405638
15341,1,0.3984534635939298
15326,1,0.418030259395475
15989,1,0.4615093004240673
6222,1,0.4392431463759629
4751,1,0.4989780602859939
7475,1,0.4588863891318047
15077,1,0.459929076804092
4923,1,0.4349625214463495
4962,1,0.4419988282375803
8952,1,0.5438763570898856
5281,1,0.4628719791045442
4543,1,0.4805140640982722
13338,1,0.4155489241769534
3766,1,0.5030907992747642
13357,1,0.4328651044009819
8857,1,0.485421622190505
5790,1,0.4766279413008392
14720,1,0.4521962544427118
3745,1,0.482727139264846
15897,1,0.5116389323372247
8325,1,0.4755888900150982
15353,1,0.4490972544053163
11646,1,0.4273101226748045
8394,1,0.4869016034433301
14897,1,0.4469640221318234
13597,1,0.4488465747841868
14160,1,0.4480442135931518
15889,1,0.4816938973005907
15696,1,0.4655488806914718
7318,1,0.5274856249618157
12766,1,0.4523061996224987
14555,1,0.4528227941063382
7865,1,0.5223887701532626
8001,1,0.4332374290807413
8793,1,0.4012882303418607
6076,1,0.4493668675621802
12978,1,0.4705585156217917
15440,1,0.4536232739248332
13862,1,0.4527511561119962
5024,1,0.4429038038209589
12837,1,0.5250520014904304
11180,1,0.5339471511721537
15699,1,0.4579707049342221
15498,1,0.4608258440548167
923,1,0.5655613684767293
7738,1,0.4483748605519167
7747,1,0.4881211420151076
15950,1,0.4440771987548156
14225,1,0.4645995279631338
12423,1,0.455744944782335
12800,1,0.443343261709643
3837,1,0.4219681027789759
8569,1,0.4470579921627919
11307,1,0.553242447301212
12293,1,0.4434301894881985
15596,1,0.4695817871019159
13232,1,0.4422093074575868
7301,1,0.436197143952913
8744,1,0.4905545600691524
12928,1,0.4666578264805404
11967,1,0.525345819004786
