fold,method,train_auroc,train_auprc,train_bedroc,test_auroc,test_auprc,test_bedroc,full_auroc,full_auprc,full_bedroc
1,fair_bedroc,0.964310057038397,0.34521935679805665,0.6367984335530311,0.9560653632625999,0.08522384613709028,0.512603481970793,0.9665539474915854,0.4191338704729444,0.6588468056732237
2,fair_bedroc,0.9666429719394642,0.38120481309529664,0.6473247702630777,0.9490446105879297,0.05870536534354862,0.4904260587498575,0.9669844120314545,0.423094398994696,0.6621666440842809
3,fair_bedroc,0.9622662487467413,0.32130770239347717,0.616742997979223,0.9628011752994011,0.1075527582090994,0.578840490025994,0.9662638902982064,0.4182629055817597,0.657930074041754
4,fair_bedroc,0.9634601893150871,0.3385891659125317,0.6356130693449805,0.9536426846495586,0.08632883731121077,0.5228528984688524,0.9653595018016977,0.4172607214021279,0.6601969365208974
5,fair_bedroc,0.9619757052887463,0.3139040443751078,0.6060645384598464,0.9635987412748117,0.1280293483563417,0.6057476784959333,0.9661925067312933,0.4213086643291291,0.6554896691943164
