fold,modality,test_ef_0.5,test_hits_0.5,test_ef_1,test_hits_1,test_ef_5,test_hits_5,test_ef_10,test_hits_10,test_ef_20,test_hits_20,test_ef_30,test_hits_30,test_auroc,test_auprc,test_bedroc
1,GraphDTA_Kd,5.4903474903474905,2,2.7208801722076057,2,1.353254663113818,5,1.35206446552093,10,1.283896643896644,19,1.4417794112987548,32,0.5896032512781761,0.016528764348179126,0.0752179815381027
1,GraphDTA_Ki,0.0,0,0.0,0,0.27065093262276363,1,0.135206446552093,1,0.13514701514701516,2,0.31538924622160264,7,0.13981679874884617,0.003558027150388723,0.006937113549828429
1,GraphDTA_IC50,24.706563706563706,9,13.604400861038028,10,7.036924248191854,26,4.461812736219069,33,2.973234333234333,44,2.2077247235512183,49,0.6996519391449493,0.05682211841125539,0.321878922065482
1,MLTLE_pKd,10.980694980694981,4,5.441760344415211,4,2.4358583936048723,9,2.2985095913855806,17,1.6893376893376892,25,1.5318906245049269,34,0.6421698862196119,0.017356164629833675,0.1284998692747937
1,Vina,8.235521235521235,3,4.0813202583114085,3,3.247811191473163,12,2.433716037937674,18,2.027205227205227,30,1.7571686575203573,39,0.726339992443337,0.01877878843713291,0.16019388330810252
1,Boltz_affinity,13.725868725868725,5,10.883520688830423,8,8.931480776551199,33,7.7067674534693005,57,4.324704484704485,64,3.10883685561294,69,0.8812324534763041,0.059932203445690085,0.4068558117128531
1,Boltz_confidence,21.961389961389962,8,16.325281033245634,12,12.449942900647127,46,10.005277044854882,74,5.000439560439561,74,3.3341148886283705,74,0.9629221328920496,0.08861070949065976,0.5387197866323744
1,TankBind,0.0,0,0.0,0,0.27065093262276363,1,0.135206446552093,1,0.06757350757350758,1,0.09011121320617217,2,0.23929153892877125,0.003957474621827485,0.008944035915387885
1,DrugBAN,0.0,0,1.3604400861038028,1,1.6239055957365816,6,1.8928902517293018,14,1.6217641817641817,24,1.5769462311080131,35,0.6137564745775681,0.009873727141735088,0.08942027692728176
1,MolTrans,0.0,0,0.0,0,0.27065093262276363,1,0.270412893104186,2,0.6757350757350757,10,0.5857228858401191,13,0.295769225250733,0.00442231466511562,0.020779070536406933
1,UniMol_sim,8.235521235521235,3,9.52308060272662,7,12.179291968024362,45,6.2194965413962775,46,3.3786753786753785,50,2.568169576375907,57,0.7699271116807835,0.056303396258608994,0.4305720469113484
