fold,method,test_ef_0.5,test_hits_0.5,test_ef_1,test_hits_1,test_ef_5,test_hits_5,test_ef_10,test_hits_10,test_ef_20,test_hits_20,test_ef_30,test_hits_30
1,unconstrained_bedroc,16.47104247104247,6,13.604400861038028,10,12.991244765892652,48,9.599657705198602,71,5.000439560439561,74,3.3341148886283705,74
1,fair_bedroc,16.47104247104247,6,13.604400861038028,10,12.72059383326989,47,9.870070598302789,73,5.000439560439561,74,3.3341148886283705,74
1,entropy_bedroc,16.47104247104247,6,13.604400861038028,10,12.72059383326989,47,9.194038365542323,68,5.000439560439561,74,3.3341148886283705,74
2,unconstrained_bedroc,8.348336594911938,3,12.41168626500182,9,13.169207022959675,48,8.771749737954964,64,4.589444528074665,67,3.2884420819348312,72
2,fair_bedroc,8.348336594911938,3,12.41168626500182,9,13.169207022959675,48,9.045866917266057,66,4.863441216317929,71,3.2884420819348312,72
2,entropy_bedroc,8.348336594911938,3,12.41168626500182,9,13.169207022959675,48,8.497632558643872,62,4.589444528074665,67,3.2884420819348312,72
3,unconstrained_bedroc,25.04500978473581,9,23.44429627833677,17,14.815357900829635,54,10.005277044854882,73,5.000439560439561,73,3.3341148886283705,73
3,fair_bedroc,25.04500978473581,9,23.44429627833677,17,14.540999421184642,53,9.868218455199335,72,5.000439560439561,73,3.3341148886283705,73
3,entropy_bedroc,25.04500978473581,9,23.44429627833677,17,14.815357900829635,54,9.457042686232697,69,5.000439560439561,73,3.3341148886283705,73
4,unconstrained_bedroc,30.610567514677104,11,24.82337253000364,18,12.346131584024697,45,9.73115986554379,71,5.000439560439561,73,3.3341148886283705,73
4,fair_bedroc,8.348336594911938,3,16.548915020002426,12,9.602546787574763,35,7.538222431055048,55,4.315447839831402,63,3.105750855160674,68
4,entropy_bedroc,30.610567514677104,11,23.44429627833677,17,12.346131584024697,45,8.360573968988325,61,5.000439560439561,73,3.3341148886283705,73
5,unconstrained_bedroc,22.262230919765166,8,28.960601285004245,21,13.717923982249662,50,9.594101275888242,70,5.000439560439561,73,3.3341148886283705,73
5,fair_bedroc,25.04500978473581,9,28.960601285004245,21,13.717923982249662,50,9.457042686232697,69,5.000439560439561,73,3.3341148886283705,73
5,entropy_bedroc,25.04500978473581,9,28.960601285004245,21,13.717923982249662,50,9.045866917266057,66,4.931940388378744,72,3.3341148886283705,73
