fold,method,train_auroc,train_auprc,train_bedroc,test_auroc,test_auprc,test_bedroc,full_auroc,full_auprc,full_bedroc
1,fair_bedroc,0.9511466522305387,0.35558726229631066,0.6370342738379982,0.9472500485823481,0.08008478499799239,0.5188682317576478,0.9541762729676135,0.427212804095543,0.660582427999029
2,fair_bedroc,0.966106847173408,0.39325544628745546,0.6663768431268682,0.9445421285742012,0.06246053988665397,0.5051423661798472,0.9656359902178949,0.4407067772278909,0.6817239155305206
3,fair_bedroc,0.9655049896990249,0.3419706223810866,0.6442527950534576,0.9656138988906494,0.11266533956310974,0.6057301533714106,0.9694431137865857,0.44455836753224476,0.6875364950562095
4,fair_bedroc,0.94685889289014,0.34112750317672047,0.6316589030044216,0.926518682451907,0.0889246888305361,0.503405305199117,0.9464755002945802,0.4212491384023571,0.6521644086508765
5,fair_bedroc,0.9618288452229304,0.3254224622010017,0.6323841443791196,0.9633090684023864,0.13663377816367386,0.6219621793833608,0.9660153260321512,0.4406867817119803,0.6815096598967411
