column,modality,weight,weight_pct
tankbind_affinity,TankBind,0.21246933987849845,21.246933987849843
boltz_affinity,Boltz_affinity,0.20541934467139814,20.541934467139814
graphdta_ic50,GraphDTA_IC50,0.19220896439996538,19.220896439996537
vina_score,Vina,0.1855108480244798,18.55108480244798
drugban_affinity,DrugBAN,0.08111903884507055,8.111903884507054
mltle_pKd,MLTLE_pKd,0.044662242178796455,4.466224217879645
moltrans_affinity,MolTrans,0.026759217855001283,2.6759217855001283
graphdta_ki,GraphDTA_Ki,0.026029851554572176,2.6029851554572176
graphdta_kd,GraphDTA_Kd,0.025821152592217737,2.5821152592217738
