source,smiles,meta_score,pval,pval_weighted,pval_unweighted,qval,selected,pu_label
initial_370,CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc(C(=O)NCCC(=O)OC)n1C,0.7792130624076344,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
newRef_137,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CCC(=O)c2ccc[nH]2)CC1O,0.7791939396822591,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
newRef_137,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCO)CCCC)CC(O)CC1O,0.7782793628707715,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
initial_370,CCn1c(C(=O)NC(CO)CCO)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,0.7782520129561005,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
newRef_137,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)COCc2ccccc2)CC(O)CC1O,0.777924649887865,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
initial_370,CC(C)(O)CCC[C@@H](CC#CC(O)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,0.7774540687442936,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
initial_370,CCCc1cc(C(O)(CC)CC)ccc1-c1cc(CCc2ccc(CO)c(CO)c2)ccc1C,0.7774344090232265,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
newRef_137,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC1O,0.7774298719750036,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
newRef_137,CCC(CC)(c1ccc(OCC(=O)O)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.7772832580167055,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
newRef_137,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)OCC(C)C(C)(C)O)CC1O,0.7771614964294845,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
initial_370,C=C1[C@H](O)CC(=C/C=C2\CCC[C@]3(C)[C@@H]([C@H](C)[C@@H](CCCC)CC[C@H](OC)c4ccc(O)cc4)CC[C@@H]23)C[C@H]1O,0.7771467524341571,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
initial_370,CCn1c(C(=O)NCCCN(C)C)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,0.7768660285711405,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
G2,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CC)CCC(C)(C)O)CC(O)CC1O,0.7767250223711188,0.0003703703703703,0.0577030461507886,0.0003703703703703,0.0003703703703703,True,-1
G2,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)CC)CC(O)CC1O,0.77654331287907,0.0003703703703703,0.0577030461507886,0.0003703703703703,0.0003703703703703,True,-1
newRef_137,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(O)(Cc2ccccc2)Cc2ccccc2)CC1O,0.7763176285873737,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
G2,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CC(O)C(C)(C)O)CC1O,0.7757922847809291,0.0003703703703703,0.0577030461507886,0.0003703703703703,0.0003703703703703,True,-1
initial_370,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(CC)CCC(C)(C)O)CC1O,0.7745812925807035,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
newRef_137,CC(CCCC(C)(C)O)C1CCC2C(=CC=C3CC(O)C(=CCF)C(O)C3)CCCC21C,0.7745077788908755,0.0003703703703703,0.0577030461507886,0.0003703703703703,,False,1
