index,meta_score,pu_label,source,smiles
129,0.6769135200080241,1,initial_370,N[C@@H](CCCC[NH3+])CNC(=O)O
130,0.7029312379298267,1,initial_370,CC1(C)[C@H](/C=C/C=C2C[C@@H](O)C[C@H](O)C2)CC[C@]1(C)CCC#CC(O)(C(F)(F)F)C(F)(F)F
131,0.716529704474544,1,initial_370,C[C@H](CC[C@@H](O)CCO)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](CC(C)(C)O)CC[C@]4(C)[C@H]3CC[C@]12C
132,0.8303023737798121,1,initial_370,C=C1/C(=C\C=C(/CCCCCC)c2cccc(CCCCCC(C)(C)O)c2)C[C@@H](O)C[C@@H]1O
133,0.663776842372505,1,initial_370,C=C(CCC(C)(C)O)C[C@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)C3=C)CCC[C@]12C
134,0.693811152796747,1,initial_370,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O
135,0.6179851364871184,1,initial_370,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2(C)C)CC(O)CC1O
136,0.7367089160134828,1,initial_370,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CCCC)CC(O)C(CCCO)C1O
137,0.6239237327344896,1,initial_370,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CC)CC(O)C(OCCCO)C1O
138,0.6882262240462498,1,initial_370,CC(CCCC(C)(C)O)C1CCC2C(=CC=C3CC(O)C(=CCCO)C(O)C3)CCCC21C
139,0.6194848755966437,1,initial_370,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2CC(C)(O)C(=O)N2Cc2ccc(OC)cc2)CC(O)CC1O
140,0.7047421915087351,1,initial_370,CCC(CC)(c1ccc(NCCC(C)(C)O)c(C)c1)c1ccc(OCC(=O)C(C)(C)C)c(C)c1
141,0.6755609279432395,1,initial_370,CCCCS(=O)(=O)NCCCCC(C)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C
142,0.7422624680361696,1,initial_370,CC(CCCCNS(N)(=O)=O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C
143,0.7166347678090959,1,initial_370,COC(=O)C(=O)CCCCC(C)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C
144,0.7557379781703608,1,initial_370,CC(CCCCCNS(C)(=O)=O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C
145,0.7424009914798458,1,initial_370,CC(CCCCN(O)C=O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C
146,0.7026373638113539,1,initial_370,CON(C)C(=O)CCCCC(C)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C
147,0.6925914366806888,1,initial_370,CC(CCCCNS(=O)(=O)c1ccc(C#N)cc1)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C
148,0.5918224993874456,1,initial_370,CCC(CC)(c1ccc(OCC(O)C(C)(C)C)c(C)c1)c1ccc(OC(CO)CCO)c(C)c1
149,0.5724403045437062,1,initial_370,CCC(=CC=CC(O)(C(F)(F)F)C(F)(F)F)c1cccc(OCc2ccc(CO)c(CO)c2)c1
150,0.8437931987518932,1,initial_370,CCC(CC)(c1ccc(OCC(O)C(C)(C)C)c(C)c1)c1ccc(C(=O)NCCC(=O)O)n1C
151,0.5746490450215288,1,initial_370,COc1cccc(-c2nc(C)c(COc3cccc(C(=O)O)c3)o2)c1
152,0.6644519012474019,1,initial_370,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CCC(O)c2ccc(O)cc2)CC1O
157,0.7511351078204025,-1,G2,CCN(CC)CCNC(=O)c1ccc(C(CC)(CC)c2ccc(C#CC(O)(CC)CC)c(C)c2)n1C
158,0.8244822916747401,-1,G2,CCn1c(C(=O)NC(C)CO)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1
159,0.8008078136716696,-1,G2,CCN(CC)CCCNC(=O)c1ccc(C(CC)(CC)c2ccc(C#CC(O)(CC)CC)c(C)c2)n1CC
160,0.8608534781897178,-1,G2,CCn1c(C(=O)N(C)CC(=O)O)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1
161,0.7474793212550292,-1,G2,CCn1c(C(=O)N(C)CC(=O)O)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1
162,0.806919948584635,-1,G2,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCC)CCCC)CC(O)CC1O
163,0.736818643712126,-1,G2,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(=O)O)CC(O)CC1O
164,0.7388697252606642,-1,G2,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(C)(C)CC)CC1O
165,0.803038487268536,-1,G2,CCn1c(C(=O)NCC(O)CO)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1
166,0.8113831528253879,1,initial_370,CCC(CC)(c1ccc(C#CC(O)(C(F)(F)F)C(F)(F)F)c(C)c1)c1ccc(OC[C@@H](O)CCC(=O)O)c(C)c1
167,0.765878183813461,1,initial_370,C=C1[C@H](O)CC(=C/C=C2\CCC[C@]3(C)[C@@H](C#CC#C[C@@H](O)[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)CC[C@@H]23)C[C@H]1O
168,0.7637732336641345,1,initial_370,C[C@H](CCC(=O)NCCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](CC(C)(C)O)CC[C@]4(C)[C@H]3CC[C@]12C
169,0.7368764387873281,1,initial_370,NC(=[NH2+])NCCC[C@H](N)CNC(=O)O
170,0.7168193974095778,1,initial_370,C[C@H](CCCC(C)(C)O)[C@@H]1CCCC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C
171,0.733386078428812,1,initial_370,C[C@H](N)CNC(=O)O
172,0.7643647279472808,1,initial_370,CC(CCCC(C)(C)O)C1CCC2C(=CC=C3CC(O)C(C)(O)C(O)C3)CCCC21C
