index,meta_score,pu_label,is_calib,pval_unweighted
0,0.4950159288368518,1,0,0.011481481481481481
1,0.4867791850321569,1,0,0.02185185185185185
2,0.51373547395963,0,1,0.0011111111111111111
3,0.4871728079819302,1,0,0.01962962962962963
4,0.4868884794842735,1,0,0.020370370370370372
5,0.4757084486712311,1,0,0.04962962962962963
6,0.5072949928125501,1,0,0.0025925925925925925
7,0.5034474167085788,1,0,0.0033333333333333335
8,0.7306433018902863,-1,0,0.00037037037037037035
9,0.5057394710904375,-1,0,0.002962962962962963
10,0.5817711325279651,1,0,0.00037037037037037035
11,0.7950145104384475,-1,0,0.00037037037037037035
12,0.5673873365832401,1,0,0.00037037037037037035
13,0.5386291130221479,1,0,0.00037037037037037035
14,0.7084728693285616,-1,0,0.00037037037037037035
15,0.6859000095664987,-1,0,0.00037037037037037035
16,0.5633768270986337,1,0,0.00037037037037037035
17,0.6109836783096155,1,0,0.00037037037037037035
18,0.5621715381573904,1,0,0.00037037037037037035
19,0.7943197503095685,1,0,0.00037037037037037035
20,0.7895272337046473,1,0,0.00037037037037037035
21,0.7923735087182836,-1,0,0.00037037037037037035
22,0.6264102671787155,-1,0,0.00037037037037037035
23,0.6306742776060658,1,0,0.00037037037037037035
24,0.6321887722499462,1,0,0.00037037037037037035
25,0.736098840019783,1,0,0.00037037037037037035
26,0.7651136804284339,-1,0,0.00037037037037037035
27,0.589852667909331,-1,0,0.00037037037037037035
28,0.6246863381908031,1,0,0.00037037037037037035
29,0.5397383698000171,1,0,0.00037037037037037035
30,0.5212428582395487,1,0,0.00037037037037037035
31,0.5445629889801537,1,0,0.00037037037037037035
32,0.7197423148566664,1,0,0.00037037037037037035
33,0.788646650506901,-1,0,0.00037037037037037035
34,0.6925844608978811,-1,0,0.00037037037037037035
35,0.6279308182253558,-1,0,0.00037037037037037035
36,0.6556977211375454,-1,0,0.00037037037037037035
37,0.5908400506078456,1,0,0.00037037037037037035
38,0.5975076783862563,1,0,0.00037037037037037035
39,0.6014700535565958,1,0,0.00037037037037037035
40,0.6065232410944634,1,0,0.00037037037037037035
41,0.6351420315508883,1,0,0.00037037037037037035
42,0.5690500875475697,1,0,0.00037037037037037035
43,0.5536993748192856,1,0,0.00037037037037037035
44,0.6654898165665701,1,0,0.00037037037037037035
45,0.6927604021769899,1,0,0.00037037037037037035
46,0.7022421348791591,1,0,0.00037037037037037035
47,0.5541161361420992,1,0,0.00037037037037037035
48,0.5603148298346069,1,0,0.00037037037037037035
49,0.7261265330882598,-1,0,0.00037037037037037035
50,0.6861073803665518,-1,0,0.00037037037037037035
51,0.6417672266007917,-1,0,0.00037037037037037035
52,0.6999872633638587,1,0,0.00037037037037037035
53,0.685049009279902,1,0,0.00037037037037037035
54,0.6431738240589322,1,0,0.00037037037037037035
55,0.530780831805519,1,0,0.00037037037037037035
56,0.5230917411129326,1,0,0.00037037037037037035
57,0.693255123243849,1,0,0.00037037037037037035
58,0.6111167982438873,1,0,0.00037037037037037035
59,0.5605968837730019,1,0,0.00037037037037037035
60,0.5717188466690881,1,0,0.00037037037037037035
61,0.6121194057994745,1,0,0.00037037037037037035
62,0.7896646178371516,1,0,0.00037037037037037035
63,0.5754449457500564,-1,0,0.00037037037037037035
64,0.7403876202940188,-1,0,0.00037037037037037035
65,0.7251915658850588,-1,0,0.00037037037037037035
66,0.664431157732726,-1,0,0.00037037037037037035
67,0.7738831405024053,-1,0,0.00037037037037037035
68,0.7188073006970945,1,0,0.00037037037037037035
69,0.5195242213056274,1,0,0.00037037037037037035
70,0.6217841171371197,1,0,0.00037037037037037035
71,0.51419925881414,1,0,0.0007407407407407407
72,0.6816860051226692,1,0,0.00037037037037037035
73,0.6728930251425799,1,0,0.00037037037037037035
74,0.5965706430489485,1,0,0.00037037037037037035
75,0.6829724631938815,1,0,0.00037037037037037035
76,0.794881537039562,1,0,0.00037037037037037035
77,0.8048459975450303,1,0,0.00037037037037037035
78,0.7343408960598654,1,0,0.00037037037037037035
79,0.6864758877809108,-1,0,0.00037037037037037035
80,0.6099329863580232,-1,0,0.00037037037037037035
81,0.653707830990675,-2,0,0.00037037037037037035
82,0.6386143883884412,-1,0,0.00037037037037037035
83,0.6807598399489123,1,0,0.00037037037037037035
84,0.6077322352592226,1,0,0.00037037037037037035
85,0.597809055412023,1,0,0.00037037037037037035
86,0.5582922964663463,1,0,0.00037037037037037035
87,0.5442213903262445,1,0,0.00037037037037037035
88,0.6461432914820218,1,0,0.00037037037037037035
89,0.5577157187535414,1,0,0.00037037037037037035
90,0.6697425653573598,1,0,0.00037037037037037035
91,0.6598246044588849,1,0,0.00037037037037037035
92,0.7416259426317308,1,0,0.00037037037037037035
93,0.7279959118458651,1,0,0.00037037037037037035
94,0.6323497681266682,1,0,0.00037037037037037035
95,0.5857675761157985,1,0,0.00037037037037037035
96,0.5786404094252766,1,0,0.00037037037037037035
97,0.6251859613771737,-1,0,0.00037037037037037035
98,0.7329146831773921,-1,0,0.00037037037037037035
99,0.7120457012788091,-1,0,0.00037037037037037035
100,0.6203018626205024,1,0,0.00037037037037037035
101,0.7183359093783526,1,0,0.00037037037037037035
102,0.6794100892779129,1,0,0.00037037037037037035
103,0.6443362925990198,1,0,0.00037037037037037035
104,0.5927654528910841,1,0,0.00037037037037037035
105,0.5537952636263437,1,0,0.00037037037037037035
106,0.5223441870258421,1,0,0.00037037037037037035
107,0.7300720044804686,1,0,0.00037037037037037035
108,0.7244173461269175,1,0,0.00037037037037037035
109,0.589374813049224,1,0,0.00037037037037037035
110,0.7616147583126129,1,0,0.00037037037037037035
111,0.6021332640594826,1,0,0.00037037037037037035
112,0.6084291305360465,1,0,0.00037037037037037035
113,0.7621199905330401,1,0,0.00037037037037037035
114,0.6513066581979103,1,0,0.00037037037037037035
115,0.6935137665305354,1,0,0.00037037037037037035
116,0.7942011825901619,-1,0,0.00037037037037037035
117,0.6152712685601949,-1,0,0.00037037037037037035
118,0.6665618594940999,-1,0,0.00037037037037037035
119,0.6945001890732322,-1,0,0.00037037037037037035
120,0.6318692805225963,-1,0,0.00037037037037037035
121,0.6478718525987717,-1,0,0.00037037037037037035
122,0.7566614848518942,-1,0,0.00037037037037037035
123,0.8051533454458952,-1,0,0.00037037037037037035
124,0.7476931248490453,-1,0,0.00037037037037037035
125,0.7523562180784913,-1,0,0.00037037037037037035
126,0.6929206677690558,-1,0,0.00037037037037037035
127,0.6608945247935214,-1,0,0.00037037037037037035
128,0.58951184442772,1,0,0.00037037037037037035
129,0.580991505661591,1,0,0.00037037037037037035
